,Date,User,Content,ReplyCount,RetweetCount,LikeCount,QuoteCount,TweetID,Sentiment
57,2022-04-04 03:01:40+00:00,amazonmusic,"That’s Grammy award-winning Doja Cat featuring SZA to you ❤️ 

#GRAMMYs",4,3,31,0,1510814833117057029,0.0
58,2022-04-04 02:53:46+00:00,amazonmusic,"Can someone please check on Billie and Jungkook after that performance?! 

#Beliebers at the #GRAMMYs",40,1059,4878,22,1510812843674771459,0.3802
59,2022-04-04 02:12:55+00:00,amazonmusic,"GIVE 👏 HER 👏 HER👏 FLOWERS 

💐💐💐@jsullivanmusic",1,2,29,1,1510802564039659521,0.0
60,2022-04-04 02:07:18+00:00,amazonmusic,Look up ‘star’ in the dictionary and there’s a picture of @ladygaga,1,6,35,0,1510801150110433281,0.0
61,2022-04-04 01:39:44+00:00,amazonmusic,"2 PHONES, 1 GRAMMY @babykeem

#GRAMMYs",1,5,26,0,1510794212408631296,0.0
62,2022-04-04 01:27:13+00:00,amazonmusic,Coming out to Made You Look is ICONIC @Nas #GRAMMYs,1,3,18,0,1510791064226959363,0.0
63,2022-04-04 01:24:31+00:00,amazonmusic,Your favorite rappers favorite rapper. Period.,6,10,37,1,1510790386318405632,0.7184
64,2022-04-04 01:08:32+00:00,amazonmusic,Amazing performance from @billieeilish but can someone call a plumber for her?!,2,7,26,0,1510786360478601217,0.4003
65,2022-04-04 01:01:27+00:00,amazonmusic,"BRB singing at the top of our lungs to this performance 🗣🗣🗣 
@billieeilish @finneas #GRAMMYs",0,4,22,0,1510784581699481604,0.2023
66,2022-04-04 00:54:28+00:00,amazonmusic,One of the most dynamic country artists alive 👏 Congratulations @ChrisStapleton on Best Country Album #GRAMMYs,0,1,13,0,1510782821211594755,0.9273
67,2022-04-04 00:45:45+00:00,amazonmusic,"It’s the choreography for us 👏👏👏

How can you not be a @LilNasX fan after that performance?! #GRAMMYs",2,6,33,0,1510780627468967938,0.3802
68,2022-04-04 00:33:40+00:00,amazonmusic,Tom Cruise who?! Petition for Mission: Impossible reboot starring @bts_twt‼️,5,234,608,6,1510777587026456579,0.0
69,2022-04-04 00:31:06+00:00,amazonmusic,"ARMY, we are EATING tonight #GRAMMYs",5,51,272,1,1510776943402049536,0.0
